b'A\xce\xb2',2069
b'Smad3',2054
b'TGF-\xce\xb21',2037
b'p62/SQSTM1',2035
b'GAPDH',2024
b'its',2023
b'Wnt',2010
b'EBV',2007
b'H3',2005
b'H2AX',1978
b'than',1972
b'AZD8055',1971
b'FHL2\xe2\x88\x92/\xe2\x88\x92',1960
b'Supplementary',1951
b'bone',1945
b'Drosha',1944
b'basal',1940
b'Hog1',1925
b'E2',1911
b'Stat1\xe2\x88\x92/\xe2\x88\x92',1911
b'100',1909
b'beclin',1902
b'Robo1',1900
b'Atg17',1900
b'SphK',1898
b'effects',1896
b'mTORC2',1894
b'Gsk-3',1890
b'adult',1890
b'GPRC5A',1886
b'Representative',1882
b'RGMb',1881
b'LKB1',1881
b'TG',1873
b'BrdU',1872
b'HCT116',1871
b'these',1862
b'selenium',1859
b'sections',1854
"b'h,'",1851
b'hr',1850
b'cdh1',1850
b'showed',1849
b'Fstl1-/-',1848
b'Chk1',1847
b'min',1837
b'SNU16',1825
b'epithelial',1815
b'HDAC3',1804
b'LPS',1802
b'meth',1782
b'HepG2',1776
b'ethanol',1776
b'(10',1768
b'male',1767
b'HUVECs',1765
b'miR-30a',1764
b'analysed',1761
b'DACH1',1751
b'R-BiP',1749
b'Chal-24',1749
b'TCDD',1748
b'RGMa',1746
b'IL-6',1745
b'camphene',1744
b'quantified',1743
b'Pik3ip1',1740
b'Elk-1',1740
b'Ofd2',1734
b'size',1732
b'day',1731
b'RAD21-KD',1728
b'tight',1724
b'antibodies_dot_',1719
b'cytosolic',1719
b'Lrig2',1716
b'active',1715
b'U2OS',1712
b'parkin',1710
b'microcluster',1708
b'DAXX',1703
b'Aven',1700
b'\xce\xb3-secretase',1696
b'accumulation',1687
b'response',1685
b'UTX',1683
b'F1',1682
b'RIOK3',1680
b'CMD',1679
b'specific',1676
b'tissues',1675
b'DENV-2',1674
b'no',1659
b'SP',1656
b'BUD31',1656
b'pATM',1650
b'weeks',1650
b'lesions',1644
b'celastrol',1640
b'domain',1634
b'observed',1634
b'containing',1633
b'reduced',1625
b'ETO',1624
b'30',1623
b'RRM2',1617
b'6',1612
b'LTK-F568L',1608
b'degradation',1607
b'HEK293T',1607
b'apoptosis',1600
b'EGCG',1600
b'one',1596
b'LF',1596
b'(3',1591
b'phosphorylated',1590
b'amplified',1587
b'NPR-A',1584
b'diabetic',1582
b'rapamycin',1579
b'epidermal',1575
b'sorafenib',1568
b'GnRH',1568
b'low',1567
b'cellular',1567
b'upon',1564
b'sperm',1561
b'obtained',1561
b'P7170',1554
b'phase',1551
b'HDAC2',1549
b'NCS',1549
b'mutants',1548
b'stem',1546
b'migration',1543
b'have',1541
b'PMA',1540
b'Nup98',1534
b'QSYQ',1533
b'cleavage',1531
b'type',1530
b'ko',1530
b'NDRG2',1530
b'NRG1',1530
b'Myc',1524
b'chicken',1516
b'FOXQ1',1515
b'UTY',1515
b'shows',1510
b'invading',1509
b'mPIN',1496
b'signalling',1493
"b'bar,'",1492
b'ER',1479
b'ULK1',1470
b'left',1468
b'7x',1462
b'inhibitor',1460
b'gelatin',1460
b'reporter',1458
b'STARS',1456
b'hepatic',1454
b'pMes-stop',1449
b'*=statistically',1444
b'c-Myc',1443
b'SEM',1440
b'EGFP',1440
b'when',1439
b'increase',1433
b'p38',1430
b'Wnt1-Cre;',1426
b'calsyntenin-1',1424
b'DRG',1422
b'LV',1421
b'proliferation',1421
b'ERK',1419
b'well',1416
b'overexpression',1413
b'localization',1413
b'model',1408
b'activated',1408
b'tumors',1407
b'Scap',1407
b'WHISTLE',1404
b'their',1403
b'mZac1',1392
b'retinal',1390
b'positive',1385
b'groups',1377
b'endogenous',1374
b'receptor',1372
b'immunoblot',1366
b'stress',1363
b'decreased',1363
b'SLC39A14',1360
b'Lv-KRIT1',1357
b'YAP',1354
b'(1',1351
b'CHF',1350
b'channel',1349
b'Utx',1344
b'MDCK',1340
b'RAD51',1336
b'EMT',1334
b'A60',1332
b'al_dot_',1332
b'P2X7',1330
b'CM',1321
b'MV',1320
b'Gnas',1316
b'before',1313
b'influenza',1312
b'similar',1308
b'UCX\xc2\xae',1305
b'analyses',1303
b'DU145',1303
b'EZH2',1302
b'GFP-PODXL',1300
b'cisplatin',1299
b'bars',1294
b'(E)',1289
b'ChIP',1287
b'\xce\xbcm',1285
b'vs',1285
b'Ell3-OE',1280
b'LC3',1278
b'K562',1277
b'fluorescence',1276
b'lunasin',1276
b'eIF4AII',1275
b'MIB',1275
b'bar',1274
b'HCV',1274
b'ApoG2',1273
b'methylation',1268
b'pancreatic',1268
b'zeb1b',1265
b'Cldn6',1265
b'target',1252
b'J14_dot_SY',1248
b'DCX+',1248
b'BRD4-SF',1246
b'72',1245
b'triptolide',1245
b'F9',1242
b'MO',1241
b'TGF\xce\xb2',1241
b'Expression',1240
b'Atg4b',1240
b'can',1236
b'MIF',1235
b'neurones',1232
b'and/or',1231
b'IRS1',1230
b'pollen',1222
b'\xce\xbcm_dot_',1221
b'standard',1219
b'line',1219
b'valinomycin',1218
b'FANCD2',1218
b'DDR1b',1216
b'tau',1215
b'transcripts',1212
b'average',1209
b'junction',1208
b'RIC',1207
b'eIF3b',1207
b'0_dot_05',1205
b'OCT4A',1201
b'TGF\xce\xb2R2KO',1200
b'Millipore',1200
b'After',1199
b'zebrafish',1191
b'viability',1188
b'DAPK1',1188
b'within',1187
b'HFD',1181
b'For',1181
b'JNK3-N-Tat',1180
b'DMAPT',1178
b'patients',1178
b'FoxO1',1178
b'Osx',1176
b'G9a',1176
b'Spns1',1173
b'via',1172
b'ICG-001',1170
b'N-terminal',1168
b'baicalein',1168
b'identified',1166
b'IGF1',1165
b'synaptophysin',1163
b'(\xc2\xb1SEM)',1156
b'transformed',1154
b'p21',1151
b'situ',1148
b'BCRs',1148
b'Effects',1144
b'LMP1',1144
b'SCN',1144
b'grade',1143
b'isolated',1141
b'II',1137
b'hepatocytes',1136
b'pax1b',1134
b'50',1134
b'LBE',1134
b'*P',1132
b'SD',1129
b'death',1128
b'Tax',1124
b'7',1124
b'concentrations',1122
b'XUtx\xe2\x88\x92',1122
b'AMOT',1122
b'TRF2ts',1120
b'cholesterol',1116
b'All',1116
b'surface',1115
b'HR',1112
b'stably',1110
b'hypoxia',1109
b'been',1108
b'complex',1107
b'peptide',1107
b'telomere',1104
b'assessed',1103
b'shown_dot_',1100
b'invasiveness',1098
b'FKBP12',1095
b'same',1095
b'Pk1',1092
b'examined',1087
b'signal',1087
b'hours_dot_',1086
b'ion',1084
b'YAP1',1080
b'A20',1080
b'Poldip2',1079
b'grown',1078
b'CHK1',1077
b'markers',1074
b'hUCB-MSCs',1072
b'SFN',1071
b'd',1070
b'hybridization',1067
b'empty',1066
b'Notch3',1066
b'map1b',1065
b'BDNF',1065
b'Stat1+/+',1060
b'immunoblotting',1058
b'real-time',1057
b'has',1056
b'expression_dot_',1053
b'RanBP2',1050
b'survival',1045
b'cytoplasmic',1045
b'means',1043
b'1A',1042
b'extracts',1042
b'hpf_dot_',1042
b'slices',1042
b'ribosomal',1041
b'exposed',1041
b'senescence',1036
b'CML',1036
b'serum',1033
b'through',1033
b'rKSHV_dot_219',1032
b'SH-SY5Y',1030
b'5-AZA',1030
b'assays',1030
b'test',1028
b'region',1028
b'metformin',1027
b'PI',1027
b'MDPC-23',1026
b'dentate',1025
b'myoblasts',1024
b'Arg',1024
b'CTCF',1018
b'AR',1011
b'flow',1009
b'NGF',1009
b'H7402',1008
b'PrP82-146',1008
b'MEK1',1007
b'C2C12',1007
b'nuclei',1005
b'old',1005
b'kidney',1004
b'VLS',1003
b'light',1003
b'foci',1003
b'stimulated',1001
b'intensity',997
b'DDR',995
b'CXCL5',994
b'least',992
b'ischemic',991
b'CID-9',990
b'p65',990
b'MCF-7',989
b'Nanog',987
b'HL-1',987
b'Sik1',986
b'SHAM',984
b'NRCMs',984
b'amount',980
b'FLJ00068',975
b'Abl',975
b'high',973
b'depletion',972
b'hCMECs',972
b'IGF-1',971
b'HDAC4',970
b'Fstl1',970
b'HDMEC',969
b'ATG7',966
b'H-Ras',966
b'PGC-1\xce\xb1',965
b'AdV',960
b'293T',958
b'centrosome',957
b'fiber',954
b'vena',952
b'53BP1',949
b'cardiac',948
b'H1299',948
b'HDAC',947
b'\xce\x945\xe2\x80\x9331',946
b'microclusters',943
b'set',943
b'Smn2B/\xe2\x88\x92',940
b'confocal',940
b'H2O2',937
b'wild',933
b'NRF2',930
b'negative',922
b'pemetrexed',921
b'calculated',918
b'PCa',918
"b'0_dot_05,'",918
b'represents',916
b'ATLL',915
b'monolayer',914
b'C_dot_',914
b'fixed',908
b'shRNAs',908
b'neuronal',907
b'complexes',905
b'HEK293',905
"b'0_dot_001,'",904
b'Pten+/f',903
b'recovery',903
b'Smad2',902
b'female',900
b'Mad2l2',899
b'PPM1D',897
b'PRO1190',897
b'H5',896
b'*p',894
b'luciferase',891
b'inhibitors',890
b'wildtype',889
b'U251EGFR',884
b'JNK',884
b'NSD1',882
b'only',880
b'interactions',879
b'(lane',877
b'N211Q',876
b'exposure',875
b'indicated_dot_',875
b'PI-103',871
b'transcript',871
b'I',869
b'Results',866
b'antibody_dot_',865
b'UV',865
b'differences',861
b'*',859
b'larvae',859
b'TRAIL',858
b'MAPK',857
b'transcription',855
b'E16_dot_5',853
b'Nek6',852
b'fusion',847
b'silencing',847
b'early',844
b'resveratrol',844
b'peaks',843
b'post',841
b'diff_dot_',841
b'sig_dot_',841
b'vasodilatation',840
b'amino',840
b'PV',840
b'WDR62',840
b'percentage',840
b'Note',836
b'targeting',835
b'12',834
b'matrix',832
b'GCN5',832
b'IR',830
b'CDO',830
b'control)_dot_',828
b'SNL',828
b'Whole',828
b'16',826
b'HCT-116',825
b'(as',825
b'hindlimb',825
b'evaluated',825
b'transiently',824
b'treatment_dot_',822
b'post\xe2\x80\x90TAC',820
b'HuAR2T',819
b'HT29',817
b'UTF1',816
b'8',814
b'661W',814
b'plus',812
b'(MOI',811
b'RA',809
b'alone',808
b'indicates',808
b'TMJ',806
b'free',801
b'HELFs',800
b'MPP+',800
b'PEO1',799
b'hydrophobic',798
b'initial',798
b'LIF',798
b'macrophages',797
b'HCC',794
b'oviduct',792
b'differentiated',791
b'Nf2',790
b'TAK1',786
b'PlasmocinTM',784
b'cleaved',783
b'B)',783
b'F0',782
"b'al_dot_,'",782
b'parental',781
b'placentas',780
b'DNMT1',779
b'injected',778
b'IGF-1R',777
b'patient',777
b'immunoprecipitated',772
b'weight',771
b'pioglitazone',770
b'ureter',770
b'cervical',770
b'hippocampal',769
b'DES',767
b'PFN1',767
b'cava',765
b'3)_dot_',763
"b'bars,'",763
b'A\xce\xb240',761
b'F-actin',761
b'Plk3',760
b'area',760
b'animals_dot_',758
b'while',757
b'other',753
b'Values',752
b'NHERF1',752
b'OE19',750
b'STAT3',749
b'invasion',748
b'HTLV-1',747
b'VRK1',747
b'small',746
b'ml\xe2\x88\x921',746
b'insoluble',746
b'miR-153',744
b'transcriptional',744
b'puncta',742
b'significance',741
b'JNK3',740
b'MCF7',740
b'replicates',740
b'dendritic',740
b'controls',739
b'Huh7',739
b'smooth',737
b'fluorescent',736
b'LTK-R669Q',736
b'hypoxic',736
b'Pten\xce\x94/\xce\x94',735
b'TRE-BCBL-1-RTA',735
b'JSKAP_dot_SY',735
b'sites',734
b'Eps8',730
b'X',729
b'Plk3-KO',728
b'kindlin2',728
b'Daxx',728
b'H3K27me3',728
b'cortex',728
b'TSA',726
b'Lrrk2',726
b'layer;',725
b'higher',723
b'hESCs',723
b'Huh-7',722
b'CRC',722
b'corresponding',721
b'ME',720
b'MNK2',720
b'CXCL10',720
b'cIEF',720
b'sh-control',720
b'siRNAs',718
b'valve',715
b'did',712
b'immunoblotted',712
b'B_dot_',708
b'plated',707
b'olfactory',703
b'SUV39H2',702
b'nerve',701
b'blotting',700
b'VillinCre;Dclk1f/f',700
b'BeWo',698
b'TNF-induced',697
b'c-RET',696
b'retinas',696
b'ADSCs',696
b'Effect',695
b'DNA-PKcs',695
b'wtMV',693
b'loss',693
b'PI3K',693
b'25',692
b'group_dot_',692
b'P_dot_',687
b'immunofluorescence',687
b'ATM',687
b'fatty',685
b'Poldip2\xe2\x88\x92/\xe2\x88\x92',684
b'dC',682
b'M',680
b'regions',678
b'\xce\xb3-H2AX',678
b'revealed',678
b'intracellular',677
b'biological',677
b'Table',677
b'C-terminal',676
b'vitro',675
b'Jnk1',675
b'respectively_dot_',673
b'panel)',672
b'0_dot_05;',672
b'eIF3c',672
b'ventricular',669
b'we',668
b'SA-\xce\xb2-gal',667
b'nM',664
b'myosin',664
b'Cdk5',663
b'miR-126&126*',663
b'SEM_dot_',662
b'A_dot_',661
b'miR-7',660
b'IFIT1',660
b'dNTP',660
b'DZNep',660
b'plates',658
b'HURP',658
b'mesenchymal',656
b'0_dot_001;',656
b'locus',655
b'Each',654
b'suspension',651
b'glioma',651
b'A\xce\xb242',650
b'layer',650
b'apoptotic',649
b'controls_dot_',649
b'Raji',649
b'drug',648
b'cochlear',648
b'mTORC1',647
b'NS',646
b'hUCB-MSCs_dot_',646
b'H1975',646
b'To',645
b'I\xe2\x80\x93R',644
b'Gprc5a\xe2\x88\x92/\xe2\x88\x92',644
b'vectors',643
b'isoforms',642
b'band',640
b'hormone',639
b'capic\xc3\xbaa',639
b'spns1-mutant',638
b'calcineurin',638
b'misexpression',636
b'BimEL',636
b'HH514-16',636
b'more',636
b'induces',634
b'Error',633
b'Ell3',632
b'harvested',632
b'image',631
b'Ptenf/f',630
b'less',630
b'KLM1',630
b'microscopy',629
b'stimulation',628
b'UBA',627
b'(A:',625
b'OA',625
b'fragments',624
b'C/EBP\xce\xb2',624
b'RNAi',624
b'15',621
b'TLR7',620
b'TE-7',620
b'Usp22',620
b'bar:',619
b'MDM',616
b'm_dot_o_dot_i_dot_',616
b'\xce\xb23-AR',616
b'ng/ml',615
b'2%',615
b'let-7c',615
b'IMR-90',615
b'This',614
b'numbers',613
b'***P',613
"b'months,'",612
b'TM3',612
b'changes',611
b'chemokine',611
b'culture',611
b'polyLM',611
b'HSCs',610
b'point',609
b'COX-2',609
b't',608
b'Saline',608
b'TNF\xce\xb1',608
b'diet',605
b'carcinoma',605
b'LysoTracker',605
b'BM',604
b'release',602
b'TOCA-1(+)',602
b'fractions',601
b'constructs',601
b'ADAM10',600
b'GEM',600
b'AP2\xce\xb1',600
b'EGFP-LC3',600
b'HEK',599
b'NE',599
b'phagocytic',598
b'\xce\xb2-actin',597
b'oxidative',597
b'acetylation',596
b'ERK1/2',596
b'experiment',596
b'PA-1',595
b'skin',595
b'ANOVA',595
b'MNK',594
b'mosaic-Tsc1KO',592
b'ELM2',592
b'DMSO',592
b'muscles',589
b'infestans',588
b'TOCA-1\xe2\x80\x93knockout',588
b'found',587
b'Densitometry',586
b'PR',586
b'HP1',586
b'ureters',585
b'Env',585
b'lateral',584
b'(-/-)',583
b'pRAIDRS',583
b'inflammatory',583
b'mutation',582
b'knocked-down',580
b'NOTCH1',579
b'Primary',577
b'lysosomal',577
b'RT-PCR',577
b'MRTF-A',576
b'mitofusin',576
b'NED',576
b'BRCA1',575
b'**P',574
b'error',574
b'M1',574
b'hippocampus',573
b'(a)',572
b'class',572
b'dopaminergic',572
b'graph',572
b'lane',572
b'strong',571
b'SLP-76',570
b'chromatin',570
b'Statistical',569
b'urine',567
b'had',566
b'areas',566
b'p-value',566
b'fold',565
b'\xce\xbcg',565
b'%',564
b'TAC_dot_',564
b'autophagic',564
b'fibers',563
b'full-length',563
b'(F)',560
b'gastrocnemius',560
b'CA',559
b'keratinocytes',558
b'plasma',557
b'form',556
b'LATS1',555
b'MECs',554
b'deletion',554
b'collected',552
b'required',552
b'Chk1-depleted',552
b'quantitative',551
b'chemotherapeutic',550
b'A)',548
b'astrocytes',548
b'(\xc2\xb1',546
b'cage',546
b'candidate',545
b'colorectal',545
b'laminin',545
b'proteins_dot_',545
b'amounts',543
b'lipid',543
b'At',543
b'MG132',542
b'Th1-type',540
b'200',540
b'marker',540
b'site',540
b'content',539
b'hr_dot_',538
b'immortalized',537
b'PY',536
b'Phosphorylation',535
b'Student\xe2\x80\x99s',534
b'arginylation',534
b'aorta',534
b'(n)',533
b'analysis_dot_',533
b'DAPI',531
b'microvilli',530
b'TAM\xe2\x88\x92/\xe2\x88\x92',530
b'super',530
b'hM3Dq',529
b'ratio',529
b'HIF-1\xce\xb1',528
b'single',528
b'purified',528
b'eKO',528
b'terminals',527
b'statistically',526
b'Shown',525
b'COLO',525
"b'\xc2\xb5m,'",524
b'\xc2\xb5g/ml',524
"b'A,'",523
b'reduction',522
b'MCF10A',522
b'KLM1-R',522
b'DSS',520
b'SRE',520
b'ADAR1',520
b'anti-HP1',518
b'blood',518
"b'B,'",517
b'Dclk1',517
b'H460',516
b'value',514
b'TLR',514
b'molecular',513
b'P<0_dot_05',511
b'NSCLC',511
b'PARP',509
b'mESCs',509
b'does',509
b'supplemented',508
b'structures',508
b'qRT-PCR',508
b'chromosome',508
b'zeb1a/b',507
b'**p',507
b'U87MG',507
b'plantaris',506
b'PKA',506
b'correlation',505
b'tested',504
b'F/F2',504
b'statistical',502
b'added',501
b'LRP1',501
b'change',500
b'malignant',499
b'Ang',498
b'epidermis',498
b'Immunoblot',497
b'whereas',497
b'C99',496
b'CD8+',496
b'BaF3',495
b'tanycytes',495
b'pJAZ',495
b'ubiquitinated',495
b'probed',495
b'out',494
b'ANP',494
b'flux',493
b'BM-MSCs',493
b'butyrate',493
b'spheroids',492
b'sham',492
b'SEM;',490
b'decrease',490
b'acid',489
b'spinal',488
b'differentiation_dot_',488
b'caspase',487
b'adipose',487
b'60',487
b'S409',486
b'mPFC',486
b'NPC',485
b'addition',484
b'nutlin3a',484
b'Pi04314',483
b'those',482
b'recombinant',482
b'cohesin',482
b'mitral',482
"b'mice,'",481
b'interferon',481
b'SW13',480
b'CTD-UIP',480
b'ALK',480
b'excluded',480
b'CNE-2',480
b'Total',480
b'plaque',479
b'10%',478
b'prepared',473
b'MSCs',473
b'times',473
b'factor',473
b'over',473
b'Ex\xe2\x80\x934',472
b'TRAF2',472
b'cerebral',472
b'airway',471
b'centrosomes',471
b'MOI',471
b'eIF4AI',470
b'BACE1',470
b'embryonic',470
b'p110\xce\xb2',470
b'S',469
b'two-tailed',469
b'CL5',468
b'TNF-\xce\xb1',468
b'panel',466
b'DARPP-32',465
b'cdh2',465
"b'3,'",465
b'distribution',465
b'HLY-1',464
b'0_dot_8',464
b'LF_dot_',464
b'test)_dot_',464
b'FGFR1',464
b'factors',463
b'ng',463
b'nucleolar',463
b'density',462
b'Non-acup-25Hz',462
b'combination',461
b'inflammation',460
b'ureteric',460
b'tumour',460
b'p130Cas',459
b'exposure_dot_',459
b'inhibited',458
b'damage',457
b'bmm',456
b'ESCC',456
b'various',456
b'DR4',456
b'b',456
"b'MTA1,'",456
b'lysed',456
b'prolactin',455
b'extrusion',455
b'hair',455
b'blots',454
b'microtubules',453
b'repair',451
b'sphingosine',451
b'hNSCs',451
b'EhCaBP1',450
b'GluR2',450
b'SCCHN',450
b'ATP',449
b'GFP\xe2\x80\x93capic\xc3\xbaa',448
b'exclusion',447
b'production',446
b'diffusion',446
b'0_dot_01;',446
b'could',446
b'invadopodial',445
b'autophagosome',445
b'abundance',444
b'BiP',444
b'Atg9',444
b'concentration',443
b'pyramidal',442
b'IC323-EGFP',442
b'RIF1',442
b'p450c17',442
b'quantification',442
"b'S_dot_E_dot_M_dot_,'",441
b'offspring_dot_',441
b'prior',441
b'PP1c',441
b'immunofluorescent',441
b'(b)',441
b'#=statistically',441
b'Atg1PC',440
b'STAT1',440
b'APIP/PDHX/CD44',440
b'SETD2',440
b'DNMT3B',440
b'0_dot_01',439
b'K+',439
b'PGE2',438
b'bilirubin',437
b'IFN-\xce\xb2',436
b'REST',434
b'qPCR',434
"b'Model,'",434
b'MNK1',432
b'Poldip2+/+',432
b'D1-CDK4',432
b'NA',430
b'inactive',430
b'Pc1',429
b'basolateral',429
